date,clade
1/2/22,21K (Omicron)
12/21/21,21K (Omicron)
12/21/21,21J (Delta)
12/20/21,21K (Omicron)
12/10/21,21K (Omicron)
12/18/21,21K (Omicron)
12/15/21,21K (Omicron)
1/1/22,21K (Omicron)
1/1/22,21K (Omicron)
12/29/21,21K (Omicron)
1/2/22,21K (Omicron)
1/2/22,21K (Omicron)
12/28/21,21K (Omicron)
12/23/21,21J (Delta)
1/2/22,21K (Omicron)
12/22/21,21K (Omicron)
12/21/21,21K (Omicron)
12/28/21,21K (Omicron)
12/10/21,21K (Omicron)
12/27/21,21K (Omicron)
12/20/21,21J (Delta)
12/18/21,21K (Omicron)
12/17/21,21K (Omicron)
1/2/22,21K (Omicron)
12/28/21,21K (Omicron)
1/1/22,21K (Omicron)
1/1/22,21K (Omicron)
12/20/21,21K (Omicron)
12/20/21,21K (Omicron)
12/18/21,21K (Omicron)
1/1/22,21K (Omicron)
12/17/21,21K (Omicron)
12/26/21,21K (Omicron)
1/1/22,21K (Omicron)
1/2/22,21K (Omicron)
12/27/21,21K (Omicron)
1/2/22,21K (Omicron)
1/1/22,21K (Omicron)
12/8/21,21J (Delta)
12/3/21,21J (Delta)
1/1/22,21K (Omicron)
12/23/21,21K (Omicron)
1/2/22,21K (Omicron)
1/1/22,21K (Omicron)
1/1/22,21K (Omicron)
12/13/21,21K (Omicron)
12/14/21,21K (Omicron)
1/2/22,21K (Omicron)
12/3/21,21J (Delta)
12/17/21,21J (Delta)
12/17/21,21J (Delta)
11/17/21,21J (Delta)
1/4/22,21K (Omicron)
12/11/21,21K (Omicron)
12/15/21,21K (Omicron)
12/16/21,21K (Omicron)
12/10/21,21K (Omicron)
12/27/21,21K (Omicron)
12/15/21,21K (Omicron)
12/21/21,21K (Omicron)
12/14/21,21J (Delta)
12/29/21,21K (Omicron)
1/3/22,21K (Omicron)
12/3/21,21J (Delta)
12/23/21,21K (Omicron)
1/2/22,21K (Omicron)
12/12/21,21J (Delta)
12/14/21,21K (Omicron)
12/1/21,21J (Delta)
12/15/21,21K (Omicron)
12/21/21,21K (Omicron)
12/21/21,21J (Delta)
12/30/21,21K (Omicron)
12/9/21,21K (Omicron)
12/11/21,21J (Delta)
12/12/21,21J (Delta)
12/21/21,21K (Omicron)
12/16/21,21K (Omicron)
12/18/21,21K (Omicron)
1/1/22,21K (Omicron)
1/4/22,21K (Omicron)
1/4/22,21K (Omicron)
12/27/21,21K (Omicron)
1/2/22,21K (Omicron)
12/27/21,21K (Omicron)
1/3/22,21K (Omicron)
12/19/21,21K (Omicron)
12/15/21,21K (Omicron)
12/24/21,21K (Omicron)
1/1/22,21K (Omicron)
12/27/21,21K (Omicron)
12/19/21,21J (Delta)
12/17/21,21K (Omicron)
12/20/21,21K (Omicron)
12/6/21,21J (Delta)
12/28/21,21K (Omicron)
12/27/21,21K (Omicron)
12/29/21,21K (Omicron)
12/15/21,21K (Omicron)
12/3/21,21J (Delta)
12/27/21,21K (Omicron)
12/17/21,21K (Omicron)
1/2/22,21K (Omicron)
12/17/21,21K (Omicron)
1/2/22,21K (Omicron)
12/12/21,21J (Delta)
12/27/21,21K (Omicron)
12/8/21,21J (Delta)
12/11/21,21J (Delta)
12/29/21,21K (Omicron)
12/18/21,21K (Omicron)
12/18/21,21J (Delta)
12/7/21,21J (Delta)
1/2/22,21K (Omicron)
12/17/21,21K (Omicron)
12/15/21,21K (Omicron)
12/20/21,21K (Omicron)
12/6/21,21J (Delta)
12/27/21,21K (Omicron)
12/13/21,21K (Omicron)
12/24/21,21K (Omicron)
12/18/21,21K (Omicron)
12/27/21,21K (Omicron)
12/11/21,21K (Omicron)
12/21/21,21K (Omicron)
12/29/21,21K (Omicron)
12/27/21,21K (Omicron)
1/4/22,21K (Omicron)
12/12/21,21J (Delta)
12/20/21,21K (Omicron)
12/21/21,21K (Omicron)
12/21/21,21J (Delta)
12/19/21,21J (Delta)
12/10/21,21J (Delta)
12/9/21,21J (Delta)
12/13/21,21J (Delta)
12/10/21,21J (Delta)
12/28/21,21K (Omicron)
12/19/21,21K (Omicron)
12/18/21,21K (Omicron)
12/22/21,21K (Omicron)
12/10/21,21J (Delta)
12/18/21,21J (Delta)
1/8/22,21K (Omicron)
12/17/21,21K (Omicron)
12/21/21,21K (Omicron)
12/22/21,21K (Omicron)
12/27/21,21K (Omicron)
12/12/21,21J (Delta)
12/20/21,21K (Omicron)
12/8/21,21J (Delta)
12/13/21,21J (Delta)
1/8/22,21K (Omicron)
12/27/21,21K (Omicron)
1/4/22,21K (Omicron)
12/22/21,21K (Omicron)
1/2/22,21K (Omicron)
12/18/21,21J (Delta)
12/28/21,21K (Omicron)
12/26/21,21K (Omicron)
1/4/22,21K (Omicron)
12/10/21,21J (Delta)
12/17/21,21K (Omicron)
12/21/21,21K (Omicron)
12/27/21,21K (Omicron)
11/13/21,21J (Delta)
12/24/21,21K (Omicron)
12/21/21,21K (Omicron)
12/17/21,21K (Omicron)
12/6/21,21J (Delta)
12/5/21,21J (Delta)
12/12/21,21K (Omicron)
12/14/21,21J (Delta)
12/9/21,21J (Delta)
1/1/22,21K (Omicron)
1/2/22,21K (Omicron)
12/5/21,21J (Delta)
12/27/21,21K (Omicron)
12/19/21,21K (Omicron)
1/1/22,21K (Omicron)
12/28/21,21K (Omicron)
12/9/21,21J (Delta)
12/28/21,21K (Omicron)
12/13/21,21K (Omicron)
12/21/21,21K (Omicron)
12/17/21,21J (Delta)
11/29/21,21J (Delta)
12/17/21,21K (Omicron)
12/28/21,21K (Omicron)
12/31/21,21K (Omicron)
12/21/21,21J (Delta)
12/16/21,21J (Delta)
12/9/21,21J (Delta)
12/14/21,21K (Omicron)
12/3/21,21J (Delta)
12/28/21,21K (Omicron)
12/27/21,21K (Omicron)
1/7/22,21K (Omicron)
12/14/21,21J (Delta)
12/20/21,21K (Omicron)
12/3/21,21J (Delta)
12/28/21,21K (Omicron)
12/17/21,21J (Delta)
12/28/21,21K (Omicron)
12/13/21,21K (Omicron)
12/18/21,21J (Delta)
12/14/21,21J (Delta)
12/4/21,21J (Delta)
12/16/21,21J (Delta)
1/4/22,21K (Omicron)
12/27/21,21K (Omicron)
12/17/21,21J (Delta)
1/2/22,21K (Omicron)
12/20/21,21J (Delta)
12/26/21,21K (Omicron)
12/12/21,21J (Delta)
12/27/21,21K (Omicron)
12/26/21,21K (Omicron)
11/30/21,21J (Delta)
1/1/22,21J (Delta)
12/13/21,21K (Omicron)
12/17/21,21J (Delta)
12/11/21,21J (Delta)
1/4/22,21K (Omicron)
12/27/21,21K (Omicron)
12/10/21,21J (Delta)
12/7/21,21J (Delta)
12/15/21,21K (Omicron)
1/4/22,21K (Omicron)
12/12/21,21J (Delta)
12/20/21,21K (Omicron)
12/21/21,21K (Omicron)
12/16/21,21J (Delta)
12/12/21,21J (Delta)
12/15/21,21K (Omicron)
1/7/22,21K (Omicron)
12/27/21,21K (Omicron)
12/21/21,21J (Delta)
12/1/21,21J (Delta)
12/10/21,21J (Delta)
12/10/21,21J (Delta)
12/10/21,21J (Delta)
12/10/21,21J (Delta)
12/15/21,21J (Delta)
12/12/21,21J (Delta)
12/26/21,21K (Omicron)
1/4/22,21K (Omicron)
12/17/21,21K (Omicron)
12/21/21,21K (Omicron)
12/31/21,21K (Omicron)
12/21/21,21J (Delta)
12/22/21,21K (Omicron)
1/8/22,21K (Omicron)
12/20/21,21K (Omicron)
12/18/21,21K (Omicron)
12/26/21,21K (Omicron)
1/2/22,21K (Omicron)
11/21/21,21J (Delta)
12/21/21,21J (Delta)
12/20/21,21K (Omicron)
12/11/21,21J (Delta)
12/19/21,21K (Omicron)
12/14/21,21J (Delta)
12/2/21,21J (Delta)
12/27/21,21K (Omicron)
12/20/21,21K (Omicron)
12/21/21,21J (Delta)
12/2/21,21J (Delta)
12/27/21,21K (Omicron)
1/8/22,21K (Omicron)
12/27/21,21K (Omicron)
12/3/21,21J (Delta)
1/2/22,21K (Omicron)
12/11/21,21J (Delta)
12/6/21,21J (Delta)
12/21/21,21K (Omicron)
1/2/22,21J (Delta)
1/3/22,21K (Omicron)
12/19/21,21K (Omicron)
12/19/21,21J (Delta)
12/5/21,21K (Omicron)
1/4/22,21K (Omicron)
12/28/21,21K (Omicron)
12/28/21,21K (Omicron)
12/16/21,21K (Omicron)
12/6/21,21J (Delta)
12/28/21,21K (Omicron)
1/2/22,21K (Omicron)
12/20/21,21K (Omicron)
12/12/21,21I (Delta)
12/21/21,21K (Omicron)
12/21/21,21K (Omicron)
12/19/21,21J (Delta)
12/18/21,21K (Omicron)
12/27/21,21K (Omicron)
12/29/21,21K (Omicron)
12/27/21,21K (Omicron)
12/8/21,21J (Delta)
12/31/21,21K (Omicron)
1/7/22,21K (Omicron)
12/27/21,21K (Omicron)
12/20/21,21K (Omicron)
12/31/21,21K (Omicron)
1/4/22,21K (Omicron)
12/21/21,21K (Omicron)
12/31/21,21K (Omicron)
12/31/21,21K (Omicron)
12/24/21,21K (Omicron)
12/29/21,21K (Omicron)
12/19/21,21J (Delta)
12/13/21,21K (Omicron)
12/29/21,21K (Omicron)
12/13/21,21J (Delta)
12/27/21,21K (Omicron)
12/20/21,21K (Omicron)
1/10/22,21K (Omicron)
12/21/21,21K (Omicron)
12/19/21,21J (Delta)
12/27/21,21K (Omicron)
1/2/22,21K (Omicron)
12/22/21,21K (Omicron)
12/21/21,21K (Omicron)
12/16/21,21J (Delta)
12/21/21,21K (Omicron)
1/2/22,21K (Omicron)
12/27/21,21K (Omicron)
12/23/21,21K (Omicron)
1/8/22,21K (Omicron)
12/18/21,21K (Omicron)
1/7/22,21K (Omicron)
12/6/21,21J (Delta)
12/11/21,21J (Delta)
12/2/21,21J (Delta)
12/9/21,21J (Delta)
12/28/21,21J (Delta)
1/7/22,21K (Omicron)
12/12/21,21K (Omicron)
12/20/21,21K (Omicron)
12/16/21,21K (Omicron)
12/17/21,21K (Omicron)
12/10/21,21J (Delta)
12/8/21,21J (Delta)
12/27/21,21K (Omicron)
12/10/21,21J (Delta)
12/17/21,21J (Delta)
12/13/21,21J (Delta)
12/12/21,21J (Delta)
12/19/21,21J (Delta)
12/3/21,21J (Delta)
12/13/21,21J (Delta)
12/22/21,21J (Delta)
1/7/22,21K (Omicron)
12/20/21,21J (Delta)
12/18/21,21J (Delta)
12/14/21,21J (Delta)
12/21/21,21J (Delta)
12/11/21,21J (Delta)
12/6/21,21J (Delta)
12/17/21,21J (Delta)
12/27/21,21K (Omicron)
12/4/21,21J (Delta)
12/17/21,21J (Delta)
1/2/22,21J (Delta)
12/20/21,21J (Delta)
12/20/21,21J (Delta)
12/10/21,21J (Delta)
12/3/21,21J (Delta)
11/16/21,21J (Delta)
12/15/21,21J (Delta)
12/19/21,21J (Delta)
12/22/21,21K (Omicron)
12/9/21,21K (Omicron)
12/9/21,21J (Delta)
1/2/22,21K (Omicron)
12/21/21,21K (Omicron)
12/20/21,21K (Omicron)
12/27/21,21K (Omicron)
12/27/21,21K (Omicron)
1/1/22,21K (Omicron)
12/20/21,21K (Omicron)
12/27/21,21K (Omicron)
12/22/21,21K (Omicron)
12/8/21,21K (Omicron)
12/18/21,21J (Delta)
12/30/21,21K (Omicron)
1/6/22,21J (Delta)
12/19/21,21K (Omicron)
12/19/21,21K (Omicron)
12/20/21,21K (Omicron)
12/9/21,21J (Delta)
12/4/21,21J (Delta)
12/27/21,21K (Omicron)
12/27/21,21K (Omicron)
12/20/21,21K (Omicron)
12/31/21,21K (Omicron)
12/21/21,21K (Omicron)
1/3/22,21K (Omicron)
12/21/21,21K (Omicron)
1/4/22,21K (Omicron)
12/29/21,21K (Omicron)
12/26/21,21K (Omicron)
1/1/22,21K (Omicron)
12/20/21,21K (Omicron)
12/28/21,21K (Omicron)
12/19/21,21K (Omicron)
12/20/21,21K (Omicron)
12/5/21,21J (Delta)
12/15/21,21K (Omicron)
12/27/21,21K (Omicron)
12/27/21,21K (Omicron)
12/5/21,21J (Delta)
12/6/21,21J (Delta)
12/15/21,21K (Omicron)
12/27/21,21K (Omicron)
12/27/21,21K (Omicron)
12/31/21,21K (Omicron)
12/27/21,21K (Omicron)
12/7/21,21J (Delta)
12/8/21,21J (Delta)
12/28/21,21K (Omicron)
12/26/21,21K (Omicron)
12/15/21,21J (Delta)
12/31/21,21K (Omicron)
12/9/21,21J (Delta)
12/24/21,21K (Omicron)
12/27/21,21K (Omicron)
12/15/21,21K (Omicron)
12/28/21,21K (Omicron)
12/27/21,21K (Omicron)
12/13/21,21K (Omicron)
12/21/21,21K (Omicron)
12/27/21,21J (Delta)
12/13/21,21K (Omicron)
12/27/21,21K (Omicron)
12/21/21,21K (Omicron)
12/21/21,21K (Omicron)
1/1/22,21K (Omicron)
12/23/21,21J (Delta)
1/4/22,21K (Omicron)
12/24/21,21K (Omicron)
12/20/21,21K (Omicron)
12/28/21,21K (Omicron)
12/21/21,21K (Omicron)
12/21/21,21K (Omicron)
12/27/21,21K (Omicron)
12/11/21,21J (Delta)
12/21/21,21K (Omicron)
12/7/21,21K (Omicron)
12/27/21,21K (Omicron)
12/17/21,21K (Omicron)
12/31/21,21K (Omicron)
12/13/21,21J (Delta)
12/31/21,21K (Omicron)
12/18/21,21K (Omicron)
12/27/21,21K (Omicron)
12/16/21,21K (Omicron)
12/17/21,21K (Omicron)
12/30/21,21K (Omicron)
12/11/21,21J (Delta)
12/17/21,21K (Omicron)
12/27/21,21K (Omicron)
12/17/21,21K (Omicron)
12/18/21,21K (Omicron)
12/18/21,21J (Delta)
12/18/21,21K (Omicron)
12/17/21,21K (Omicron)
12/15/21,21J (Delta)
1/4/22,21K (Omicron)
12/3/21,21J (Delta)
12/16/21,21J (Delta)
12/2/21,21J (Delta)
12/17/21,21J (Delta)
12/21/21,21K (Omicron)
12/4/21,21K (Omicron)
12/12/21,21K (Omicron)
12/23/21,21K (Omicron)
12/21/21,21K (Omicron)
12/27/21,21K (Omicron)
12/21/21,21K (Omicron)
12/2/21,21J (Delta)
12/20/21,21K (Omicron)
12/27/21,21K (Omicron)
1/9/22,21K (Omicron)
12/12/21,21K (Omicron)
12/17/21,21K (Omicron)
12/21/21,21K (Omicron)
12/21/21,21K (Omicron)
12/30/21,21K (Omicron)
12/18/21,21K (Omicron)
12/21/21,21K (Omicron)
12/21/21,21K (Omicron)
1/1/22,21K (Omicron)
12/11/21,21K (Omicron)
12/22/21,21K (Omicron)
12/27/21,21K (Omicron)
12/22/21,21K (Omicron)
12/21/21,21K (Omicron)
12/17/21,21K (Omicron)
12/10/21,21J (Delta)
12/11/21,21J (Delta)
12/13/21,21J (Delta)
12/10/21,21K (Omicron)
12/31/21,21K (Omicron)
12/14/21,21J (Delta)
12/8/21,21J (Delta)
12/21/21,21K (Omicron)
12/15/21,21K (Omicron)
12/30/21,21K (Omicron)
12/8/21,21K (Omicron)
12/17/21,21K (Omicron)
12/18/21,21K (Omicron)
12/17/21,21J (Delta)
12/3/21,21J (Delta)
12/27/21,21K (Omicron)
12/27/21,21K (Omicron)
12/19/21,21K (Omicron)
12/15/21,21I (Delta)
12/20/21,21K (Omicron)
12/15/21,21J (Delta)
12/29/21,21K (Omicron)
12/2/21,21J (Delta)
12/8/21,21J (Delta)
12/20/21,21K (Omicron)
12/7/21,21J (Delta)
12/18/21,21K (Omicron)
12/21/21,21J (Delta)
12/22/21,21K (Omicron)
12/27/21,21K (Omicron)
12/20/21,21K (Omicron)
12/21/21,21K (Omicron)
12/12/21,21K (Omicron)
12/13/21,21J (Delta)
1/2/22,21K (Omicron)
12/27/21,21K (Omicron)
12/21/21,21K (Omicron)
12/31/21,21K (Omicron)
12/30/21,21K (Omicron)
12/14/21,21K (Omicron)
12/23/21,21K (Omicron)
12/13/21,21J (Delta)
12/24/21,21K (Omicron)
12/3/21,21J (Delta)
1/7/22,21K (Omicron)
12/3/21,21J (Delta)
1/2/22,21J (Delta)
12/26/21,21K (Omicron)
12/26/21,21K (Omicron)
12/15/21,21K (Omicron)
12/28/21,21K (Omicron)
2/3/22,21K (Omicron)
1/19/22,21K (Omicron)
1/18/22,21K (Omicron)
1/20/22,21K (Omicron)
1/18/22,21K (Omicron)
1/9/22,21K (Omicron)
2/2/22,21K (Omicron)
1/10/22,21K (Omicron)
1/25/22,21K (Omicron)
2/16/22,21K (Omicron)
1/27/22,21K (Omicron)
2/24/22,21K (Omicron)
2/20/22,21K (Omicron)
2/1/22,21K (Omicron)
2/13/22,21K (Omicron)
2/1/22,21K (Omicron)
2/21/22,21L (Omicron)
2/5/22,21K (Omicron)
2/3/22,21K (Omicron)
1/30/22,21K (Omicron)
2/4/22,21K (Omicron)
1/26/22,21K (Omicron)
2/8/22,21K (Omicron)
1/31/22,21K (Omicron)
1/26/22,21K (Omicron)
2/10/22,21K (Omicron)
2/10/22,21K (Omicron)
12/18/21,21J (Delta)
2/2/22,21K (Omicron)
1/22/22,21K (Omicron)
2/3/22,21K (Omicron)
1/14/22,21K (Omicron)
2/21/22,21K (Omicron)
1/26/22,21K (Omicron)
1/20/22,21K (Omicron)
2/9/22,21K (Omicron)
1/23/22,21K (Omicron)
2/8/22,21K (Omicron)
2/5/22,21K (Omicron)
2/6/22,21K (Omicron)
2/23/22,21K (Omicron)
12/19/21,21K (Omicron)
2/15/22,21K (Omicron)
12/16/21,21K (Omicron)
1/19/22,21K (Omicron)
1/11/22,21K (Omicron)
1/14/22,21K (Omicron)
2/10/22,21K (Omicron)
2/24/22,21K (Omicron)
2/23/22,21K (Omicron)
2/28/22,21K (Omicron)
1/27/22,21K (Omicron)
1/19/22,21K (Omicron)
2/7/22,21K (Omicron)
1/18/22,21K (Omicron)
2/24/22,21K (Omicron)
2/7/22,21K (Omicron)
12/15/21,21K (Omicron)
1/26/22,21K (Omicron)
2/2/22,21K (Omicron)
1/26/22,21K (Omicron)
2/8/22,21K (Omicron)
12/15/21,21J (Delta)
1/18/22,21K (Omicron)
2/23/22,21K (Omicron)
2/1/22,21K (Omicron)
2/23/22,21K (Omicron)
1/30/22,21K (Omicron)
2/25/22,21K (Omicron)
2/17/22,21K (Omicron)
1/17/22,21K (Omicron)
12/16/21,21K (Omicron)
1/22/22,21K (Omicron)
2/3/22,21K (Omicron)
2/14/22,21K (Omicron)
1/26/22,21K (Omicron)
2/18/22,21K (Omicron)
12/23/21,21K (Omicron)
1/28/22,21K (Omicron)
1/19/22,21K (Omicron)
1/31/22,21K (Omicron)
2/23/22,21K (Omicron)
1/18/22,21K (Omicron)
2/4/22,21K (Omicron)
2/7/22,21K (Omicron)
1/26/22,21K (Omicron)
2/11/22,21K (Omicron)
12/17/21,21K (Omicron)
12/23/21,21K (Omicron)
2/15/22,21K (Omicron)
1/31/22,21K (Omicron)
2/7/22,21K (Omicron)
1/31/22,21K (Omicron)
12/13/21,21J (Delta)
1/31/22,21K (Omicron)
1/13/22,21K (Omicron)
12/19/21,21K (Omicron)
1/31/22,21K (Omicron)
12/19/21,21K (Omicron)
1/17/22,21K (Omicron)
1/27/22,21K (Omicron)
2/21/22,21K (Omicron)
12/19/21,21K (Omicron)
2/3/22,21K (Omicron)
1/20/22,21K (Omicron)
1/18/22,21J (Delta)
12/17/21,21K (Omicron)
12/17/21,21J (Delta)
12/13/21,21K (Omicron)
2/28/22,21K (Omicron)
2/4/22,21K (Omicron)
2/14/22,21K (Omicron)
12/14/21,21K (Omicron)
2/15/22,21K (Omicron)
1/12/22,21K (Omicron)
2/13/22,21K (Omicron)
2/3/22,21K (Omicron)
2/25/22,21K (Omicron)
1/31/22,21K (Omicron)
2/10/22,21K (Omicron)
2/3/22,21K (Omicron)
2/4/22,21K (Omicron)
2/16/22,21K (Omicron)
2/15/22,21K (Omicron)
1/4/22,21K (Omicron)
1/31/22,21K (Omicron)
2/14/22,21K (Omicron)
2/1/22,21K (Omicron)
2/10/22,21K (Omicron)
1/26/22,21K (Omicron)
12/17/21,21K (Omicron)
2/9/22,21K (Omicron)
1/27/22,21K (Omicron)
1/15/22,21K (Omicron)
2/7/22,21K (Omicron)
2/6/22,21K (Omicron)
2/2/22,21K (Omicron)
2/9/22,21K (Omicron)
2/5/22,21K (Omicron)
2/16/22,21K (Omicron)
1/26/22,21K (Omicron)
1/25/22,21K (Omicron)
1/29/22,21K (Omicron)
12/21/21,21K (Omicron)
2/10/22,21K (Omicron)
1/20/22,21K (Omicron)
1/10/22,21K (Omicron)
2/3/22,21K (Omicron)
2/7/22,21K (Omicron)
2/18/22,21K (Omicron)
1/28/22,21K (Omicron)
12/23/21,21K (Omicron)
2/9/22,21K (Omicron)
2/21/22,21K (Omicron)
12/19/21,21K (Omicron)
1/26/22,21K (Omicron)
2/1/22,21K (Omicron)
2/23/22,21K (Omicron)
1/31/22,21K (Omicron)
12/17/21,21K (Omicron)
1/20/22,21K (Omicron)
12/19/21,21K (Omicron)
12/14/21,21K (Omicron)
2/4/22,21L (Omicron)
1/26/22,21K (Omicron)
12/23/21,21K (Omicron)
1/31/22,21K (Omicron)
1/25/22,21K (Omicron)
2/15/22,21K (Omicron)
2/21/22,21K (Omicron)
12/21/21,21K (Omicron)
2/16/22,21K (Omicron)
2/9/22,21K (Omicron)
2/3/22,21K (Omicron)
12/13/21,21J (Delta)
1/31/22,21K (Omicron)
1/27/22,21K (Omicron)
2/10/22,21K (Omicron)
2/9/22,21K (Omicron)
1/17/22,21K (Omicron)
12/18/21,21K (Omicron)
2/14/22,21K (Omicron)
1/31/22,21K (Omicron)
2/5/22,21K (Omicron)
1/26/22,21K (Omicron)
1/19/22,21K (Omicron)
2/18/22,21K (Omicron)
12/15/21,21K (Omicron)
1/24/22,21K (Omicron)
2/3/22,21K (Omicron)
2/15/22,21K (Omicron)
12/16/21,21K (Omicron)
1/28/22,21K (Omicron)
12/20/21,21K (Omicron)
2/2/22,21K (Omicron)
2/2/22,21K (Omicron)
2/17/22,21K (Omicron)
1/26/22,21K (Omicron)
2/15/22,21K (Omicron)
2/8/22,21K (Omicron)
2/22/22,21K (Omicron)
1/11/22,21K (Omicron)
12/16/21,21K (Omicron)
2/11/22,21K (Omicron)
1/26/22,21K (Omicron)
2/17/22,21K (Omicron)
1/25/22,21K (Omicron)
2/8/22,21K (Omicron)
1/27/22,21K (Omicron)
1/31/22,21K (Omicron)
1/4/22,21K (Omicron)
1/31/22,21K (Omicron)
2/7/22,21K (Omicron)
12/18/21,21K (Omicron)
2/26/22,21K (Omicron)
2/13/22,21K (Omicron)
1/12/22,21K (Omicron)
2/4/22,21K (Omicron)
2/6/22,21K (Omicron)
2/24/22,21K (Omicron)
2/21/22,21L (Omicron)
2/14/22,21K (Omicron)
1/25/22,21K (Omicron)
1/24/22,21K (Omicron)
1/20/22,21K (Omicron)
1/14/22,21K (Omicron)
12/16/21,21J (Delta)
1/20/22,21K (Omicron)
2/24/22,21K (Omicron)
1/4/22,21K (Omicron)
2/2/22,21K (Omicron)
12/17/21,21K (Omicron)
2/18/22,21K (Omicron)
2/9/22,21K (Omicron)
1/17/22,21K (Omicron)
2/21/22,21K (Omicron)
2/3/22,21K (Omicron)
1/27/22,21K (Omicron)
1/31/22,21K (Omicron)
1/25/22,21K (Omicron)
2/23/22,21K (Omicron)
2/2/22,21K (Omicron)
1/27/22,21K (Omicron)
2/1/22,21K (Omicron)
12/11/21,21K (Omicron)
1/29/22,21K (Omicron)
2/7/22,21K (Omicron)
1/25/22,21K (Omicron)
1/27/22,21K (Omicron)
1/25/22,21K (Omicron)
12/18/21,21K (Omicron)
12/15/21,21K (Omicron)
2/4/22,21K (Omicron)
12/22/21,21K (Omicron)
12/16/21,21K (Omicron)
1/25/22,21K (Omicron)
1/17/22,21K (Omicron)
2/18/22,21K (Omicron)
1/14/22,21K (Omicron)
1/31/22,21K (Omicron)
2/2/22,21K (Omicron)
2/2/22,21K (Omicron)
1/27/22,21K (Omicron)
12/19/21,21K (Omicron)
2/1/22,21K (Omicron)
1/16/22,21K (Omicron)
2/13/22,21K (Omicron)
1/16/22,21K (Omicron)
1/16/22,21K (Omicron)
2/1/22,21K (Omicron)
12/21/21,21K (Omicron)
1/27/22,21K (Omicron)
2/10/22,21K (Omicron)
2/22/22,21K (Omicron)
2/2/22,21K (Omicron)
2/5/22,21K (Omicron)
1/20/22,21K (Omicron)
2/15/22,21K (Omicron)
2/1/22,21K (Omicron)
12/20/21,21K (Omicron)
2/11/22,21K (Omicron)
12/23/21,21K (Omicron)
2/16/22,21K (Omicron)
1/21/22,21K (Omicron)
2/19/22,21K (Omicron)
1/19/22,21K (Omicron)
1/31/22,21K (Omicron)
1/24/22,21K (Omicron)
1/11/22,21K (Omicron)
12/15/21,21J (Delta)
2/10/22,21K (Omicron)
2/18/22,21K (Omicron)
1/31/22,21K (Omicron)
1/18/22,21K (Omicron)
2/9/22,21K (Omicron)
12/18/21,21K (Omicron)
1/31/22,21J (Delta)
1/24/22,21K (Omicron)
2/14/22,21K (Omicron)
2/3/22,21K (Omicron)
12/18/21,21J (Delta)
2/9/22,21K (Omicron)
1/26/22,21K (Omicron)
3/1/22,21K (Omicron)
2/17/22,21K (Omicron)
12/18/21,21K (Omicron)
1/15/22,21K (Omicron)
2/9/22,21K (Omicron)
2/14/22,21K (Omicron)
1/19/22,21K (Omicron)
12/23/21,21K (Omicron)
1/26/22,21K (Omicron)
1/13/22,21K (Omicron)
1/23/22,21K (Omicron)
1/23/22,21K (Omicron)
1/30/22,21K (Omicron)
12/16/21,21K (Omicron)
2/22/22,21K (Omicron)
12/15/21,21J (Delta)
2/11/22,21K (Omicron)
1/13/22,21K (Omicron)
2/17/22,21K (Omicron)
12/14/21,21K (Omicron)
2/3/22,21K (Omicron)
1/28/22,21K (Omicron)
1/24/22,21K (Omicron)
1/8/22,21J (Delta)
12/18/21,21K (Omicron)
2/16/22,21L (Omicron)
2/16/22,21K (Omicron)
2/4/22,21K (Omicron)
12/17/21,21K (Omicron)
12/21/21,21K (Omicron)
12/15/21,21K (Omicron)
2/9/22,21K (Omicron)
1/29/22,21K (Omicron)
2/1/22,21K (Omicron)
1/24/22,21K (Omicron)
2/4/22,21K (Omicron)
2/11/22,21K (Omicron)
1/11/22,21K (Omicron)
2/16/22,21K (Omicron)
2/16/22,21K (Omicron)
1/31/22,21K (Omicron)
2/9/22,21K (Omicron)
12/28/21,21K (Omicron)
12/20/21,21K (Omicron)
2/9/22,21K (Omicron)
2/2/22,21K (Omicron)
2/14/22,21L (Omicron)
1/19/22,21K (Omicron)
1/26/22,21K (Omicron)
2/9/22,21K (Omicron)
2/16/22,21K (Omicron)
12/16/21,21K (Omicron)
2/17/22,21K (Omicron)
1/24/22,21K (Omicron)
2/15/22,21K (Omicron)
2/1/22,21K (Omicron)
12/17/21,21J (Delta)
2/15/22,21K (Omicron)
2/4/22,21K (Omicron)
1/16/22,21K (Omicron)
1/11/22,21K (Omicron)
2/10/22,21K (Omicron)
1/11/22,21K (Omicron)
2/9/22,21K (Omicron)
2/15/22,21K (Omicron)
2/11/22,21K (Omicron)
1/12/22,21K (Omicron)
12/13/21,21J (Delta)
12/16/21,21K (Omicron)
2/11/22,21K (Omicron)
2/2/22,21K (Omicron)
2/21/22,21K (Omicron)
2/12/22,21K (Omicron)
1/20/22,21K (Omicron)
1/26/22,21K (Omicron)
2/19/22,21K (Omicron)
2/14/22,21K (Omicron)
2/16/22,21K (Omicron)
2/10/22,21K (Omicron)
1/31/22,21K (Omicron)
2/3/22,21K (Omicron)
1/11/22,21K (Omicron)
2/11/22,21K (Omicron)
1/20/22,21K (Omicron)
2/1/22,21K (Omicron)
1/24/22,21K (Omicron)
2/1/22,21K (Omicron)
12/11/21,21J (Delta)
2/20/22,21K (Omicron)
1/25/22,21K (Omicron)
1/27/22,21K (Omicron)
1/17/22,21K (Omicron)
1/25/22,21K (Omicron)
